text,date,vacancy,company,city,country,experience,employment,schedule,salary_from,salary_to,currency,skills,responsibilities,requirements,experience level,uid,position
"#вакансия #удаленно #qa #automation #python #senior  

**QA Automation Engineer (Python, Senior)**  
Оплата: от 180 000 до 240 000 ₽ на руки
Компания: 💻 CODEX
Грейд: Senior
Локация: РФ
Требуемый опыт работы: от 4х лет
Занятость: Полная занятость
Формат: Удалённая работа

📌 Обязанности:
- Автоматизация тестирования API и интеграционных процессов (стек: **Python**).  
- Работа с **REST, GraphQL, SOAP**.  
- Встраивание автотестов в **CI/CD**-процессы.  
- Анализ требований, написание тестовой документации.  
- Работа с **BDD-фреймворками** (Cucumber или аналогами).  
- Взаимодействие с **SQL/NoSQL** базами данных.  
- Использование инструментов: **Postman, Swagger, Fiddler** и др.  

📋 Требования:
- 4+ года в автоматизации тестирования (**Python**).  
- Опыт работы с API-тестированием и понимание **JSON/XML/YAML**.  
- Навыки работы с **Git** (ветвление, merge-request’ы).  
- Знание принципов **CI/CD** и опыт интеграции тестов.  
- Умение анализировать логи и находить корневые причины дефектов.  

➕Будет плюсом:
- Опыт с **Docker/Kubernetes**.  
- Знание **алгоритмов и структур данных**.  
- Опыт в тестировании высоконагруженных систем.

🙋Условия:
- Конкурентная заработная плата и возможность карьерного роста
- Гибкий график работы и комфортные условия труда
- Возможность участия в интересных проектах и обучение новым технологиям
- Работа в крутой команде профессионалов

💬Контакт: @ann_05a",2025-07-02T07:38:34+00:00,"QA Automation Engineer (Python, Senior)",CODEX,,РФ,от 4х лет,Полная занятость,Удалённая работа,180000.0,240000.0,₽,"['Python', 'REST', 'GraphQL', 'SOAP', 'CI/CD', 'BDD-фреймворки', 'SQL', 'NoSQL', 'Postman', 'Swagger', 'Fiddler', 'Git', 'Docker', 'Kubernetes', 'алгоритмы и структуры данных']","['Автоматизация тестирования API и интеграционных процессов (стек: Python)', 'Работа с REST, GraphQL, SOAP', 'Встраивание автотестов в CI/CD-процессы', 'Анализ требований, написание тестовой документации', 'Работа с BDD-фреймворками (Cucumber или аналогами)', 'Взаимодействие с SQL/NoSQL базами данных', 'Использование инструментов: Postman, Swagger, Fiddler и др.']","['4+ года в автоматизации тестирования (Python)', 'Опыт работы с API-тестированием и понимание JSON/XML/YAML', 'Навыки работы с Git (ветвление, merge-request’ы)', 'Знание принципов CI/CD и опыт интеграции тестов', 'Умение анализировать логи и находить корневые причины дефектов']",Senior,2025-07-02T07:38:34+00:00_222,Тестировщик
"#vacancy #вакансия #геймдев #remote #qa #manual #удаленно #fulltime


Manual QA Junior/Middle (с опытом в геймдеве)

Компания: Game gears
Вилка зп: до 1500 euro gross

Кто такие Game Gears?
Крутые специалисты, готовые делиться опытом и знаниями. Удаленная работа из любой точки мира, основатели с многолетним опытом в игровой индустрии и, конечно же, замечательные игры высокого уровня. Наша команда постоянно растет и развивается, и мы всегда будем рады новым профессионалам на борту!
http://gamegears.online/

О деньгах:
До 1500 euro gross

Чем предстоит заниматься:
 • Заниматься функциональным тестированием мобильных игр;
 • Работать в тесной связке с командой разработки;
 • Помогать в создании игр с уникальной стилистикой.

Мы ожидаем, что у тебя есть:
 • Коммерческий опыт работы на позиции тестировщика игр от 1 года;
 • Знание особенностей тестирования  Android приложений;
 • Понимание клиент-серверной архитектуры и QA-процессов в целом;
 • Опыт и понимание Unity;
 • Умение планировать время и следовать дедлайнам;
 • Страсть к играм, игровой опыт в мобильных приложениях.

Мы предлагаем:
 • Работа над проектами с высокой аудиторией и уникальной игровой механикой.
 • Возможность реализовать свои идеи и подходы в балансировке.
 • Погружение в процесс создания и развития игр.
 • Дружелюбная команда профессионалов, которые всегда готовы поддержать.

Сколько этапов интервью, с кем?
1 этап: Взаимные ответы на вопросы c рекрутером + текст (обсуждение желаемой ЗП, нюансов работы, текстом )
2 этап: Собеседование
3 этап: Подтверждение технических знаний если необходимо (тестовое)
4 этап: Оффер / Контракт / Работа.


Контакт для отклика в телеграм: @foreverinlovewithsummer (Юля)",2025-07-02T07:24:44+00:00,Manual QA Junior/Middle (с опытом в геймдеве),Game gears,,,от 1 года,полная занятость,удаленно,,1500.0,euro,"['функциональное тестирование мобильных игр', 'тестирование Android приложений', 'клиент-серверная архитектура', 'QA-процессы', 'Unity', 'планирование времени', 'следование дедлайнам']","['Заниматься функциональным тестированием мобильных игр', 'Работать в тесной связке с командой разработки', 'Помогать в создании игр с уникальной стилистикой']","['Коммерческий опыт работы на позиции тестировщика игр от 1 года', 'Знание особенностей тестирования Android приложений', 'Понимание клиент-серверной архитектуры и QA-процессов в целом', 'Опыт и понимание Unity', 'Умение планировать время и следовать дедлайнам', 'Страсть к играм, игровой опыт в мобильных приложениях']",Junior/Middle,2025-07-02T07:24:44+00:00_223,Тестировщик
"#вакансия #работа #удаленно #QA #Manual #Auto #AQA #Middle #web #fintech #Россия #РФ #РБ #Белоруссия #fullstack

👾**Middle QA fullstack (web)     **                                                                                                                                                                                            Компания: IT Monsters                                                                                                                                                                                                          ЗП: 100к -150к на руки                                                                                                                                                                                                                                                     Проект: Финтех                                                                                                                                                                                                                                           Удаленная работа, полная занятость 
                                                                                                                                                 🫥**Обязательные навыки**
Опыт работы от 2-х лет в роли QA;
Работа с бд (MySQL,PostgreSQL);                                                                                                                                                                                     SQL: join  и более сложные запросы;                                                                                                                                                                  Уметь работать с документацией и без. Писать тест-кейсы;                                                                                                                                                                 
**Умение читать код.** Предпочтительно PHP;                                                                                                                                                                                                                                                                                                                                 Опыт тестирования бэка 70/ фронт 30

🧑‍💻**Должностные обязанности**
Контроль качества выполненных задач разработчиков;                                                                                                                                                                  Отслеживание и репорт багов;                                                                                                                                                                  Участие в создании задач.                                                                                                                                                                                           

🍭**Условия:**
- Сильная команда, с которой можно расти;
- Зарплата на уровне рынка и выше;
- Интересные задачи для сервисов с миллионами пользователей;
- Возможность влиять на процесс и результат;
- Удалённая работа;
- Оплата отпускных и больничных;
- Компенсация медицинских услуг;
- Компенсация стоимости абонементов в спорт зал.
- Оформление по ТК РФ, СЗ, ИП.

🧞‍♂️**Контакт:** @CodeVal",2025-07-01T16:55:31+00:00,Middle QA fullstack (web),IT Monsters,,"Россия, Белоруссия",от 2-х лет,полная занятость,удаленно,100000.0,150000.0,руб,"['MySQL', 'PostgreSQL', 'SQL', 'PHP', 'тест-кейсы', 'документация']","['Контроль качества выполненных задач разработчиков', 'Отслеживание и репорт багов', 'Участие в создании задач']","['Опыт работы от 2-х лет в роли QA', 'Работа с бд (MySQL,PostgreSQL)', 'SQL: join  и более сложные запросы', 'Уметь работать с документацией и без. Писать тест-кейсы', 'Умение читать код. Предпочтительно PHP', 'Опыт тестирования бэка 70/ фронт 30']",Middle,2025-07-01T16:55:31+00:00_225,Тестировщик
"#вакансия #qa #qaengineer #fulltime #удаленка #web #mobile #autotesting #java

В связи с расширением команды и масштабированием проектов, в компанию Centicore ищем **QA Fullstack JAVA** на крупный банковский проект.

Компания: IT-компания Centicore Group
Позиция: **QA Fullstack JAVA**
Локация: РФ
Вилка: **250 000- 300 000 рублей на руки** 
**Граждансво : РФ**

__Проект: Мы занимаемся развитием лояльности в мобильном приложении банка, а именно - витриной спецпредложений и акций от партнёров. В разделе пользователи находят повышенный кэшбэк от партнеров, скидки, промокоды.
__В каком соотношении web и mobile тестирование? –** 50/50**
Какое соотношение ручного тестирования и авто? – **50/50**
В каком соотношении backend и frontend тестирование?- **50/50**

**Мы предлагаем:**

Удаленка по РФ
IT- аккредитованная компания
Оформление по ТК 
Техника для работы 

**Ожидания:**

Опыт работы в QА от 3-4 лет 
Опыт тестирования mobile и web приложений 
Опыт разработки автотестов на Java, Selenium/Selenide, TestNG/JUnit, Maven/Gradle
Понимание жизненного цикла багов и опыт ведения дефектов в системах баг-трекинга
Опыт работы с интеграционными взаимодействиями (REST, SOAP, MQ)
Опыт работы с Git и удалёнными репозиториями (Bitbucket, GitLab, GitHub)
Опыт работы с системами CI/CD (Jenkins)
Опыт работы с MongoDB и понимание принципов нереляционных баз данных
Знание паттернов автоматизации/проектирования
Знание принципов тестирования микросервисной архитектуры

Контакт @irina_solovenko",2025-07-01T16:39:37+00:00,QA Fullstack JAVA,Centricore Group,,РФ,3-4 года,полная занятость,удаленная работа,250000.0,300000.0,рублей,"['Java', 'Selenium/Selenide', 'TestNG/JUnit', 'Maven/Gradle', 'REST', 'SOAP', 'MQ', 'Git', 'Bitbucket', 'GitLab', 'GitHub', 'Jenkins', 'MongoDB', 'микросервисная архитектура']","['Тестирование мобильных и веб-приложений', 'Разработка автотестов', 'Ведение дефектов в системах баг-трекинга', 'Интеграционные взаимодействия', 'Работа с системами CI/CD']","['Опыт работы в QA от 3-4 лет', 'Опыт тестирования mobile и web приложений', 'Опыт разработки автотестов на Java', 'Понимание жизненного цикла багов', 'Опыт работы с интеграционными взаимодействиями', 'Опыт работы с Git и удалёнными репозиториями', 'Опыт работы с системами CI/CD', 'Опыт работы с MongoDB', 'Знание паттернов автоматизации/проектирования', 'Знание принципов тестирования микросервисной архитектуры']",Middle,2025-07-01T16:39:37+00:00_226,Тестировщик
"#qa #remote #вакансия #job #python #automation #senior 

**Ведущий инженер по автоматизированному тестированию (Python) 
в Ozon Tech **

📍 РФ, удалённо / гибрид / офис
💰 От 455К ₽ gross (оклад + премии)
🕓 Full-time

**Вам предстоит:**
– Писать автотесты для высоконагруженных микросервисов
– Разрабатывать утилиты и инструменты для QA и разработчиков
– Настраивать пайплайны тестирования в GitLab
– Настраивать нагрузочные тесты и мокирование в CI
– Работать с gRPC, REST, Kafka
– Писать сложные SQL-запросы; работать с шардингом и мастер/репликами
– Готовить тестовые данные в распределённой микросервисной архитектуре
– Прорабатывать и улучшать процессы тестирования вместе с командой
– Анализировать требования и участвовать в их формировании с аналитиками и разработчиками
– Помогать младшим инженерам осваивать технологии и процессы

**Мы ожидаем:**
– Опыт разработки автотестов от 3-х лет
– Уверенное знание Python и PyTest
– Опыт работы с микросервисами и понимание их архитектуры
– SQL на уровне сложных запросов (JOIN, группировка, оконные функции и др.)
– Знание CI/CD: настройка пайплайнов в GitLab / Jenkins / TeamCity
– Опыт с Docker и Kubernetes — будет плюсом
– Понимание работы HTTP, REST, gRPC
– Опыт с брокерами сообщений (Kafka, RabbitMQ)

**Мы предлагаем:**
– Работа с масштабом — мы развиваем e-com на уровне страны
– Гибкий формат: удалёнка, гибрид или офис на выбор
– Менторство, обучение, система адаптации
– ДМС со стоматологией, скидки на спорт и английский
– Сильное инженерное сообщество: митапы, конференции, подкасты

📩**Контакт:** @cosmopartic",2025-07-01T13:27:03+00:00,Ведущий инженер по автоматизированному тестированию (Python),Ozon Tech,,РФ,от 3-х лет,Full-time,удалённо / гибрид / офис,455000.0,,₽,"['Python', 'PyTest', 'микросервисы', 'SQL', 'CI/CD', 'GitLab', 'Jenkins', 'TeamCity', 'Docker', 'Kubernetes', 'HTTP', 'REST', 'gRPC', 'Kafka', 'RabbitMQ']","['Писать автотесты для высоконагруженных микросервисов', 'Разрабатывать утилиты и инструменты для QA и разработчиков', 'Настраивать пайплайны тестирования в GitLab', 'Настраивать нагрузочные тесты и мокирование в CI', 'Работать с gRPC, REST, Kafka', 'Писать сложные SQL-запросы; работать с шардингом и мастер/репликами', 'Готовить тестовые данные в распределённой микросервисной архитектуре', 'Прорабатывать и улучшать процессы тестирования вместе с командой', 'Анализировать требования и участвовать в их формировании с аналитиками и разработчиками', 'Помогать младшим инженерам осваивать технологии и процессы']","['Опыт разработки автотестов от 3-х лет', 'Уверенное знание Python и PyTest', 'Опыт работы с микросервисами и понимание их архитектуры', 'SQL на уровне сложных запросов (JOIN, группировка, оконные функции и др.)', 'Знание CI/CD: настройка пайплайнов в GitLab / Jenkins / TeamCity', 'Опыт с Docker и Kubernetes — будет плюсом', 'Понимание работы HTTP, REST, gRPC', 'Опыт с брокерами сообщений (Kafka, RabbitMQ)']",Senior,2025-07-01T13:27:03+00:00_227,Тестировщик
"#вакансия #тестировщик #вакансия #тестировщик #QAEngineer #инженерпотестированию #Python #DWH #витриныданных
Вакансия: Тестировщик DWH
Компания: Bell Integrator;
Уровень зп: 280k net.
Занятость: #полная занятость;
Формат: #Удаленно РФ

BELL INTEGRATOR – крупный системный интегратор страны. Мы являемся аккредитованной ИТ– компанией.
На текущий момент с нами работает более 2500 высококлассных аналитиков, руководителей проектов, разработчиков, тестировщиков и специалистов по сопровождению крупных информационных систем. Bell Integrator активно реализует проекты по всей России, среди наших заказчиков – ведущие системообразующие финансовые, телеком и ритейл компании страны.
Центральный офис Bell Integrator расположен в Москве, представительства – в Нижнем Новгороде, Пензе, Саратове, Уфе, Минске (Беларусь).

💫Проект: Крупный банковский проект
⚠️Требования: Тестировщик DWH c пониманием архитектуры хранилищ данных (схемы «звезда», «снежинка», Data Vault и др.) и процессов тестирования.

🔹Высшее экономическое образование.
🔹Автоматизация тестов (Python, PyTest, специализированные фреймворки
🔹3 года в работе с витринами / DWH в функциональном тестировании данных.
🔹Понимание архитектуры хранилищ данных (схемы «звезда», «снежинка», Data Vault и др.) и процессов тестирования.
🔹Продвинутый уровень SQL: написание сложных запросов с использованием JOIN, подзапросов, агрегатных функций. Умение раскрутить тест в обратную сторону исходя из неправильного результата.
🔹ETL-инструменты;
🔹Jira, confluence, testops
🔹Проверка полноты, согласованности и точности данных;
🔹Регрессионное и нагрузочное тестирование
🔹Опыт работы с реляционными СУБД (GreenPlum, PostgreSQL, MySQL, Oracle или др.)
🔹Основные инструменты: Toad for oracle, DBeaver, Airflow, Git

Условия:

Официальное трудоустройство; оплата больничного, отпуск 28 календарных дней;
Возможность карьерного роста;
Возможность участия в интересном проекте;
Опыт работы в команде профессионалов;",2025-07-01T13:22:37+00:00,Тестировщик DWH,Bell Integrator,,Россия,3 года,полная занятость,удаленно,280000.0,,RUB,"['Python', 'PyTest', 'SQL', 'JOIN', 'подзапросы', 'агрегатные функции', 'ETL-инструменты', 'Jira', 'confluence', 'testops', 'Toad for oracle', 'DBeaver', 'Airflow', 'Git']","['Проверка полноты, согласованности и точности данных', 'Регрессионное и нагрузочное тестирование']","['Высшее экономическое образование', 'Автоматизация тестов (Python, PyTest, специализированные фреймворки)', 'Понимание архитектуры хранилищ данных (схемы «звезда», «снежинка», Data Vault и др.) и процессов тестирования', 'Продвинутый уровень SQL: написание сложных запросов с использованием JOIN, подзапросов, агрегатных функций. Умение раскрутить тест в обратную сторону исходя из неправильного результата', 'Опыт работы с реляционными СУБД (GreenPlum, PostgreSQL, MySQL, Oracle или др.)']",3 года,2025-07-01T13:22:37+00:00_228,Тестировщик
"#Москва #Удалённая #Вакансия #QA #AutomationQA #Тестирование #Middle

🚀 **Вакансия: **Automation QA Engineer (Middle)
🏢 **Компания: **Hoff Tech (аккредитованная ИТ-компания, разработка продуктов для One Retail)

🔍 Мы ищем активного и амбициозного Automation QA инженера для работы над новой омниканальной микросервисной платформой.

**Требования:**
✅ Опыт автоматизации тестирования (Python, PyTest, API-тестирование)
✅ Уверенное знание SQL (сложные запросы, JOIN, процедуры) и базовое NoSQL
✅ Практический опыт работы с Kafka, CI/CD (GitLab)
✅ Опыт в планировании тестирования и анализе результатов прогонов
✅ Навыки работы с Jira, Confluence, TestOps
✅ Будет плюсом: опыт с Playwright, Postman, нагрузочным тестированием (K6/Locust)

**Условия:**
💼 Оформление по ТК РФ
💰 ЗП от 200 000 руб. (оклад + квартальный бонус)
🕒 График 5/2 (гибкое начало: 09-18 или 10-19)
🏠 Удалёнка или офис (м. Улица 1905 года / Шелепиха)
🩺 ДМС (стоматология, страховка для выезжающих за рубеж)
**
Присоединяйся к нашей команде! ****❤️****
Контакт для связи: ****@NastyaHRHoffTech**",2025-07-01T09:28:38+00:00,Automation QA Engineer (Middle),Hoff Tech,Москва,Россия,,полная занятость,5/2 (гибкое начало: 09-18 или 10-19),200000.0,,руб.,"['Python', 'PyTest', 'API-тестирование', 'SQL', 'NoSQL', 'Kafka', 'CI/CD', 'GitLab', 'Jira', 'Confluence', 'TestOps', 'Playwright', 'Postman', 'K6', 'Locust']","['Автоматизация тестирования', 'Планирование тестирования', 'Анализ результатов прогонов']","['Опыт автоматизации тестирования (Python, PyTest, API-тестирование)', 'Уверенное знание SQL (сложные запросы, JOIN, процедуры) и базовое NoSQL', 'Практический опыт работы с Kafka, CI/CD (GitLab)', 'Опыт в планировании тестирования и анализе результатов прогонов', 'Навыки работы с Jira, Confluence, TestOps']",Middle,2025-07-01T09:28:38+00:00_229,Тестировщик
"#вакансия #тестировщик #aqa #qaengineer #fulltime #автоматизатор  #java #remote #удаленно

В поиске **Middle+ Fullstack QA Engineer**

**Чем предстоит заниматься**
Проводить ручное тестирование функционала системы (front, back + интеграция).
Составлять необходимую тестовую документацию
Писать в основном API автотесты
Поддерживать и актуализировать существующие автотесты
Анализировать результаты автоматизированного тестирования
Взаимодействовать с командой разработки и смежными командами
Участвовать в улучшениях флоу работы команды

**Какие опыт, знания и навыки нужны**
Опыт работы в ручном тестировании - от 2 лет
Знание базовой теории тестирования и процессов разработки ПО
Опыт тестирования микросервисной архитектуры.
Опыт подготовки тестовых артефактов (тест-кейсы, чек-листы)
Опыт работы с любой TMS
Опыт работы с инструментами тестирования (Chrome DevTools, Postman, Swagger)
Опыт составления простых запросов в SQL (PostgreSQL).
Опыт разработки автотестов на Java - от 2 лет
Опыт работы с Selenide/Selenium - от 2 лет
Опыт работы с RestAssured - от 2 лет
Опыт работы с XPath - от 2 лет
Опыт работы с Git - от 2 лет
Понимание и умение применять на практике паттерн проектирования PageObject
Понимание HTTP/REST

**Будет плюсом**
Поддержка CI/CD в части автоматизации.
Опыт работы с Allure / AllureTestOps.
Опыт работы с Docker/ Rabbit MQ.

зп до 250 - 300 000 р
ITStar Agency

резюме высылать с пометкой** Fullstack QA** - @Anya_Recruiter",2025-07-01T09:11:54+00:00,Middle+ Fullstack QA Engineer,ITStar Agency,,,от 2 лет,полная занятость,удаленно,250000.0,300000.0,р,"['ручное тестирование', 'автоматизированное тестирование', 'API тестирование', 'Java', 'Selenide/Selenium', 'RestAssured', 'XPath', 'Git', 'PageObject', 'HTTP/REST', 'SQL (PostgreSQL)', 'Chrome DevTools', 'Postman', 'Swagger']","['Проводить ручное тестирование функционала системы (front, back + интеграция)', 'Составлять необходимую тестовую документацию', 'Писать в основном API автотесты', 'Поддерживать и актуализировать существующие автотесты', 'Анализировать результаты автоматизированного тестирования', 'Взаимодействовать с командой разработки и смежными командами', 'Участвовать в улучшении флоу работы команды']","['Опыт работы в ручном тестировании - от 2 лет', 'Знание базовой теории тестирования и процессов разработки ПО', 'Опыт тестирования микросервисной архитектуры', 'Опыт подготовки тестовых артефактов (тест-кейсы, чек-листы)', 'Опыт работы с любой TMS', 'Опыт работы с инструментами тестирования (Chrome DevTools, Postman, Swagger)', 'Опыт составления простых запросов в SQL (PostgreSQL)', 'Опыт разработки автотестов на Java - от 2 лет', 'Опыт работы с Selenide/Selenium - от 2 лет', 'Опыт работы с RestAssured - от 2 лет', 'Опыт работы с XPath - от 2 лет', 'Опыт работы с Git - от 2 лет', 'Понимание и умение применять на практике паттерн проектирования PageObject', 'Понимание HTTP/REST']",Middle+,2025-07-01T09:11:54+00:00_230,Тестировщик
"#вакансия #тестировщик #aqa #qaengineer #fulltime #python #senior #remote

Привет!

Сейчас в поиске** Middle+/ Senior QA Automation Engineer (Python)**
**
Обязанности:**
Автоматизация функциональных, регрессионных, интеграционных и e2e тестов backend-части системы (REST и gRPC)
Определение и реализация стратегии автоматизации тестирования на проекте
Разработка фреймворков автоматизации с нуля и внедрение в CI/CD процессы
Подготовка тестовых данных и анализ результатов прогонов авто-тестов
Выявление причин падения автотестов, внесение дефектов в систему баг - трекинга
Обучение и наставничество членов команды в будущем
Участие в решении технических задач, связанных с тестированием
Участие в командных митингах

**Требования:**
Опыт от 3 лет автоматизации API
Навык работы с инструментами автоматизации тестирования (Python с pytest)
Понимание принципов HTTP/REST
Опыт работы с Protobuf/gRPC
Опыт работы с Kafka/RabbitMq
Опыт создания фреймворка автотестирования с нуля и интеграции автотестов в CI (GitLab)
Опыт лида и/или ментора
Опыт работы с SQL, NoSQL базами данных
Понимание клиент-серверной архитектуры приложений
Знание принципов ООП и основных паттернов проектирования 
Опыт работы с TMS (TestRail, Allure TestOps, TestIT или др.)
Знание Gitlab, работа с пайплайнами и логами
Личные качества:
Высокий уровень коммуникабельности;
Способность работать в команде и эффективно взаимодействовать с коллегами;
Желание профессионально развиваться и повышать квалификацию;
Умение грамотно аргументировать и отстаивать свою позицию;
Инициативность и проактивность.

**Мы предлагаем:**
График работы 5/2, гибкое начало рабочего дня с 8 до 10.
Удаленный формат работы.
Оплачиваемый отпуск.
Перспективные проекты и продвинутые технологии.
Отсутствие ненужной бюрократии, возможность реализовывать свои идеи.

зп до 250 - 300 000 р
ITStar Agency

резюме высылать с пометкой **AQA Python**- @Anya_Recruiter",2025-07-01T09:04:11+00:00,Middle+/ Senior QA Automation Engineer (Python),ITStar Agency,,,от 3 лет,полная занятость,гибкий график,250000.0,300000.0,р,"['Python', 'pytest', 'HTTP/REST', 'Protobuf/gRPC', 'Kafka/RabbitMq', 'SQL', 'NoSQL', 'TMS (TestRail, Allure TestOps, TestIT)', 'Gitlab', 'CI/CD', 'OOP', 'паттерны проектирования']","['Автоматизация функциональных, регрессионных, интеграционных и e2e тестов backend-части системы (REST и gRPC)', 'Определение и реализация стратегии автоматизации тестирования на проекте', 'Разработка фреймворков автоматизации с нуля и внедрение в CI/CD процессы', 'Подготовка тестовых данных и анализ результатов прогонов авто-тестов', 'Выявление причин падения автотестов, внесение дефектов в систему баг - трекинга', 'Обучение и наставничество членов команды в будущем', 'Участие в решении технических задач, связанных с тестированием', 'Участие в командных митингах']","['Опыт от 3 лет автоматизации API', 'Навык работы с инструментами автоматизации тестирования (Python с pytest)', 'Понимание принципов HTTP/REST', 'Опыт работы с Protobuf/gRPC', 'Опыт работы с Kafka/RabbitMq', 'Опыт создания фреймворка автотестирования с нуля и интеграции автотестов в CI (GitLab)', 'Опыт лида и/или ментора', 'Опыт работы с SQL, NoSQL базами данных', 'Понимание клиент-серверной архитектуры приложений', 'Знание принципов ООП и основных паттернов проектирования', 'Опыт работы с TMS (TestRail, Allure TestOps, TestIT или др.)', 'Знание Gitlab, работа с пайплайнами и логами', 'Высокий уровень коммуникабельности', 'Способность работать в команде и эффективно взаимодействовать с коллегами', 'Желание профессионально развиваться и повышать квалификацию', 'Умение грамотно аргументировать и отстаивать свою позицию', 'Инициативность и проактивность']",Middle+/Senior,2025-07-01T09:04:11+00:00_231,Тестировщик
"#вакансия #middle #vacancy #Java #vacancy #удаленка #qa_automation #fintech #web 

**Разыскивается :Fullstack QA JAVA****🍒****
Компания:  Selecty
График работы:** Удаленка РФ🇷🇺
**Заработная плата:** от 250 до 390 k gross ( зависит от формата оформления)
**Пишите:** @NellyLirika

Я нахожусь в поиске талантливого fullstack QA уровня middle для работы на проекте российского банка:
__
авто/ручки: 50/50 ((сейчас смещено в сторону ручного, занимаемся автоматизацией)
бэк/фронт: 50/50__

🍒**Ты нам подходишь если:**

• Опыт работы в автоматизации тестирования от 3 лет
• Понимание жизненного цикла багов и опыт ведения дефектов в системахбаг-трекинга
• Опыт работы с интеграционными взаимодействиями (REST, SOAP, MQ)
**• Разработка автотестов на Java, Selenium/Selenide, TestNG/JUnit, Maven/Gradle**
• Опыт работы с Git и удалёнными репозиториями (Bitbucket, GitLab, GitHub)
• Опыт работы с системами CI/CD (Jenkins)
• Опыт работы с MongoDB и понимание принципов нереляционных баз данных
• Знание паттернов автоматизации/проектирования
• Знание принципов тестирования микросервисной архитектуры

🍒__Дополнительным плюсом будет:__

• Опыт работы с Docker, k8s, Kafka, Elastic
• Знание Python
• Практический опыт встраивания процессов тестирования в релизный процесс
• Работа в финансовой сфере (инвестиционный бизнес)
• Знание методологий тестирования (TDD, BDD)
• Высшее техническое образование: математика, физика, программирование

🍒**Комфортные условия от Selecty:**

—Удаленка;
― Официальное оформление в аккредитованную IT компанию;
― Гибкий график работы, начало рабочего дня (согласуется с руководителем);
― ДМС со стоматологией, начиная с ИС;
― Скидки на изучение иностранных языков от Skyeng: корпоративная скидка 20% на занятия для сотрудника и его родственников;
― Реферальная программа: бонус за рекомендации;
― Скидки на фитнес от Xfit;
― Скидки на кино от КАРО;
― Техника для работы.

**Присоединиться к команде :** 📱 @NellyLirika

Прошу обращать внимание что основной язык JAVA‼️",2025-07-01T08:23:42+00:00,Fullstack QA JAVA,Selecty,,Россия,от 3 лет,полная занятость,гибкий график,250000.0,390000.0,RUB,"['Java', 'Selenium/Selenide', 'TestNG/JUnit', 'Maven/Gradle', 'Git', 'Bitbucket', 'GitLab', 'GitHub', 'Jenkins', 'MongoDB', 'Docker', 'k8s', 'Kafka', 'Elastic', 'Python', 'TDD', 'BDD']","['Автоматизация тестирования', 'Ведение дефектов в системах баг-трекинга', 'Разработка автотестов', 'Интеграционные взаимодействия (REST, SOAP, MQ)', 'Тестирование микросервисной архитектуры']","['Опыт работы в автоматизации тестирования от 3 лет', 'Понимание жизненного цикла багов', 'Опыт работы с интеграционными взаимодействиями', 'Опыт работы с Git и удалёнными репозиториями', 'Опыт работы с системами CI/CD', 'Опыт работы с MongoDB', 'Знание паттернов автоматизации/проектирования', 'Знание принципов тестирования микросервисной архитектуры']",middle,2025-07-01T08:23:42+00:00_232,Тестировщик
