text,date,vacancy,company,city,country,experience,employment,schedule,salary_from,salary_to,currency,skills,responsibilities,requirements,experience level,uid,position
"**ML Engineer (Computer Vision)**
**
Локация: **Удалённо **
Компания:** ООО МООМАЙНД
**ЗП:** от 180 000 до 240 000 р. 
**Занятость:** Полная

**Что предстоит делать:**
• Разрабатывать и внедрять модели компьютерного зрения (детекция, сегментация, трекинг) под задачи видеоаналитики и контроля процессов на производстве.
• Проектировать и развивать инфраструктуру для масштабируемых ML-сервисов (FastAPI, async backend, очереди, батчи).
• Автоматизировать ML-пайплайны: подготовка данных, обучение, деплой, мониторинг, rollback.
• Оптимизировать inference под edge-устройства (Jetson, ARM, GPU inference) с использованием ONNX, TensorRT, TFLite.
• Строить мониторинг и алерты по ML-метрикам (W&B, MLflow, Prometheus, Grafana).
• Писать чистый, протестированный и воспроизводимый код, участвовать в code review.
• Работать в связке с backend-разработчиками, инженерами и заказчиками для доведения продукта до результата на реальном объекте

**Что важно:**
• 3+ года практического опыта в ML и CV.
• Уверенное владение PyTorch и инструментами CV: YOLOv5–v10, SAM, ByteTrack, DeepSORT, SegFormer и др.
• Опыт построения и оптимизации inference-сервисов.
• Знание async Python, REST/WebSocket API, очередей задач.
• Уверенная работа с Docker, Kubernetes, GitLab CI, Helm.
• Опыт трекинга экспериментов и деплоя моделей: MLflow, W&B, DVC, Optuna.
• Опыт вывода моделей в production, а не только до этапа ноутбука.
**
Наш стек:**
• CV/ML: PyTorch, YOLOv10/11, Transformers, SAM, OpenCV
• MLOps: MLflow, W&B, DVC, ClearML, Optuna
• Инфраструктура: FastAPI, Redis, Celery, PostgreSQL, Kafka
• DevOps: Docker, Kubernetes, GitLab CI, Prometheus, Grafana
• Оптимизация: ONNX, TensorRT, TFLite, TorchScript, OpenVINO
• Edge: NVIDIA Jetson, ARM-платформы

**Формат и условия:**
• Полностью удалённая работа, гибкий график.
• Все проекты — реальные, без “работы в стол”: каждая модель доходит до внедрения.
• Быстрые итерации и высокая инженерная автономия.
• Работа с видео и данными с реальных производств — от агропредприятий до фабрик.
• Прозрачная система задач, возможность роста и влияния на архитектуру решений.
• Участие в конференциях, публикациях, R&D-проектах.**
**
📩 **Резюме отправлять:** sdv@moomind.tech

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-07-01T09:10:13+00:00,ML Engineer (Computer Vision),ООО МООМАЙНД,,,,Полная,Гибкий график,180000.0,240000.0,р.,"['PyTorch', 'YOLOv5–v10', 'SAM', 'ByteTrack', 'DeepSORT', 'SegFormer', 'async Python', 'REST/WebSocket API', 'Docker', 'Kubernetes', 'GitLab CI', 'Helm', 'MLflow', 'W&B', 'DVC', 'Optuna', 'ONNX', 'TensorRT', 'TFLite', 'NVIDIA Jetson', 'ARM-платформы']","['Разрабатывать и внедрять модели компьютерного зрения', 'Проектировать и развивать инфраструктуру для масштабируемых ML-сервисов', 'Автоматизировать ML-пайплайны', 'Оптимизировать inference под edge-устройства', 'Строить мониторинг и алерты по ML-метрикам', 'Писать чистый, протестированный и воспроизводимый код', 'Работать в связке с backend-разработчиками, инженерами и заказчиками']","['3+ года практического опыта в ML и CV', 'Уверенное владение PyTorch и инструментами CV', 'Опыт построения и оптимизации inference-сервисов', 'Знание async Python, REST/WebSocket API, очередей задач', 'Уверенная работа с Docker, Kubernetes, GitLab CI, Helm', 'Опыт трекинга экспериментов и деплоя моделей', 'Опыт вывода моделей в production']",3+ года,2025-07-01T09:10:13+00:00_31,"Программист, разработчик"
"**ML-Разработчик (Видеоаналитика)**  
**
Локация: **Удалённо **
Компания:**  Prosegur  
**ЗП: **от 2 500 до 3 500 $  
**Занятость:** Полная

**Позиция:** Middle / Senior  

Prosegur ищет ML-инженера для разработки решений в области AI-видеоаналитики. Работа удалённая, в составе международной команды. Возможность влиять на продукт и быстро принимать решения.  

**Обязанности**:
— Разработка и доработка моделей детекции и трекинга объектов  
— Распознавание лиц, поз и действий в реальном времени  
— Оптимизация инференса под real-time, включая TPU/NPU  
— Интеграция моделей в продакшн (edge / cloud)  

**Требования**:  
— Отличное знание Python и фреймворков: PyTorch, TensorFlow, ONNX  
— Практический опыт в видеоаналитике / CV  
— Навыки оптимизации под real-time inference  
— Понимание работы TPU, GPU, NPU  
— Профильное образование или сильное портфолио  

**Что компания предлагает**:  
— Удалённая работа в международной команде  
— Гибкий график  
— Конкурентная зарплата: $2500–$3500  
— Перспектива роста и участие в масштабных проектах  

**Стек технологий:** Python, PyTorch, TensorFlow, ONNX, CV, RealTimeInference, TPU, GPU, NPU**
**
💬 **Резюме отправлять:** @prosegur804  

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-30T09:10:09+00:00,ML-Разработчик (Видеоаналитика),Prosegur,,,,Полная,Гибкий график,2500.0,3500.0,$,"['Python', 'PyTorch', 'TensorFlow', 'ONNX', 'CV', 'RealTimeInference', 'TPU', 'GPU', 'NPU']","['Разработка и доработка моделей детекции и трекинга объектов', 'Распознавание лиц, поз и действий в реальном времени', 'Оптимизация инференса под real-time, включая TPU/NPU', 'Интеграция моделей в продакшн (edge / cloud)']","['Отличное знание Python и фреймворков: PyTorch, TensorFlow, ONNX', 'Практический опыт в видеоаналитике / CV', 'Навыки оптимизации под real-time inference', 'Понимание работы TPU, GPU, NPU', 'Профильное образование или сильное портфолио']",Middle / Senior,2025-06-30T09:10:09+00:00_32,"Программист, разработчик"
"**ML Engineer**
**
Локация: **Удалённо**
Компания:** Aston
**ЗП: **от 170 000 до 200 000 р.
**Занятость:** Полная

**Чем это будет интересно?**
- современный стек технологий;
- возможность повлиять на пользовательский опыт, улучшая навигацию и интерфейсы приложения.

**Чем предстоит заниматься?**
- предсказывать отток клиентов;
- развивать модели поиска дубликатов объявлений;
- предсказывать охваты объявлений;
- разрабатывать и внедрять в продакшн модели машинного обучения;
- принимать участие во внутрикомандных процессах;
- коммуницировать с продуктовыми заказчиками и с техническими командами.

**Чего мы ждём от специалиста?**
- опыт работы в роли ML Engineer от 1,1 года;
- опыт написания и поддержки кода на Python;
- опыт работы с SQL: оконные функции, оптимизация запросов;
- знание алгоритмов и структуры данных, оценка сложности;
- знания Apache стека: HDFS или Kafka, Spark;
- знания ML: бустинги, линейные модели; метрики качества для классификации/регрессии, тервер и статистика;
- знания в NLP: трансформеры, tf-idf;
- знания CV: классификация, детекция, сегментация;
- знание DL: PyTorch или TensorFlow.**
**
📩 **Резюме отправлять:** recruiting.official@astondevs.ru

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-29T09:10:08+00:00,ML Engineer,Aston,,,"от 1,1 года",Полная,,170000.0,200000.0,р.,"['Python', 'SQL', 'Apache HDFS', 'Apache Kafka', 'Apache Spark', 'ML бустинги', 'линейные модели', 'метрики качества для классификации/регрессии', 'тервер', 'статистика', 'NLP трансформеры', 'tf-idf', 'CV классификация', 'CV детекция', 'CV сегментация', 'DL PyTorch', 'DL TensorFlow']","['предсказывать отток клиентов', 'развивать модели поиска дубликатов объявлений', 'предсказывать охваты объявлений', 'разрабатывать и внедрять в продакшн модели машинного обучения', 'принимать участие во внутрикомандных процессах', 'коммуницировать с продуктовыми заказчиками и с техническими командами']","['опыт работы в роли ML Engineer от 1,1 года', 'опыт написания и поддержки кода на Python', 'опыт работы с SQL: оконные функции, оптимизация запросов', 'знание алгоритмов и структуры данных, оценка сложности', 'знания Apache стека: HDFS или Kafka, Spark', 'знания ML: бустинги, линейные модели; метрики качества для классификации/регрессии, тервер и статистика', 'знания в NLP: трансформеры, tf-idf', 'знания CV: классификация, детекция, сегментация', 'знание DL: PyTorch или TensorFlow']","от 1,1 года",2025-06-29T09:10:08+00:00_33,Дата-сайентист
"**Data Scientist (Ranking&Search)
**
**Локация:** Удалённо 
**Компания:** Lamoda Tech
**ЗП**:осуждается на собеседовании
**Занятость:** Полная
                                                                                                  
Мы в поиске Data Scientist в команду Ranking&Search.

Мы — команда, отвечающая за ML в каталоге и поиске Lamoda, ключевых источниках трафика в продукте. Наши решения напрямую влияют на бизнес-метрики компании, помогая миллионам пользователей находить идеальные товары.

У нас уже выстроен мощный двухэтапный пайплайн ранжирования и сейчас мы продолжаем развивать его с помощью передовых ML-методов. Наш фокус — fashion, это позволяет применять уникальные ML-решения: визуал, оценка сочетаемости вещей, трендовость, сезонность и т.д.

**Чем предстоит заниматься:**
Развитие моделей ранжирования товаров в каталоге/поиске: персонализация каталога/поиска, добавление онлайн факторов по текущей сессии, адаптация ранжирования для новых пользователей, развитие алгоритмов генерации кандидатов, создание системы совместной оптимизации различных бизнес целей компании с помощью ранжирования, улучшение пайплайна ранжирования с помощью нейросетевых моделей
Улучшение алгоритмов поиска, в том числе с использованием нейронных сетей
Развитие системы поиска: поисковые подсказки, обогащение товаров атрибутами (из фото, описания, отзывов), система фильтров, визуальные фичи в каталоге, spell-check
**Стэк технологий:** Big data (Hadoop, PySpark, Hive), Python, Catboost, Airflow, Docker, SQL, PyTorch.

**Почему у нас классно:**
Хорошо выстроенные процессы: квартальное планирование по методологии OKR, двухнедельные спринты, регулярные стендапы и проектные встречи для синхронизации.
Сильная команда middle и senior специалистов, развитое DS-сообщество, где есть возможность обмениваться знаниями на внутренних митапах
У нас представлен полный жизненный цикл разработки data-driven продуктов с применением ML — от идеи и генерации гипотез до запуска АБ тестов. В части разработки онлайн-сервисов и деплоя моделей нам помогает команда инженеров.

**Мы ожидаем:**
Опыт в области анализа данных и машинного обучения (от 3 лет);
Опыт работы с SQL, Hadoop, Hive, Spark;
Владение Python, Linux, методами работы с большими данными;
Опыт работы как минимум с 2 ML библиотеками: Scikit-learn, CatBoost/XGBoost, PyTorch, Spark ML;
Знания теории вероятностей и математической статистики;
Знания в области машинного обучения, прогнозного моделирования и методов статистического анализа;
Знание алгоритмов и структур данных;
Высшее образование в области прикладной математики, информационных технологий, информатики и т.п;
Английский язык на уровне технического чтения.

**Как мы работаем:**
Пишем на Python 3.6+ и PySpark 3.0;
Для ресерча доступны два сервера (80 cores, 650Gb RAM), на которых развернут JupyrerHub и есть доступ к Hadoop-кластеру;
Код с логикой ML-пайплайнов упаковываем в Docker и выкатываем, используя CI/CD-инструменты с запуском code style проверок и тестов;
Используем Airflow для управления ML-пайплайнами и запуском их по расписанию;
В командах есть культура code review как для изменений по части продакшен-пайплайнов, так и для ресерч-задач;
Регулярно проводим командные брейнштормы с целью генерации новых идей по развитию наших data-driven продуктов;
В компании внедрена культура принятия решений на основании данных и все изменения тестируем через АБ-эксперименты.

📩 **Резюме отправлять:** https://career.habr.com/vacancies/1000158740

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-27T16:10:15+00:00,Data Scientist (Ranking&Search),Lamoda Tech,,,от 3 лет,Полная,,,,,"['Big data (Hadoop, PySpark, Hive)', 'Python', 'Catboost', 'Airflow', 'Docker', 'SQL', 'PyTorch', 'Scikit-learn', 'XGBoost', 'Spark ML']","['Развитие моделей ранжирования товаров в каталоге/поиске', 'Улучшение алгоритмов поиска', 'Развитие системы поиска']","['Опыт в области анализа данных и машинного обучения (от 3 лет)', 'Опыт работы с SQL, Hadoop, Hive, Spark', 'Владение Python, Linux, методами работы с большими данными', 'Опыт работы как минимум с 2 ML библиотеками: Scikit-learn, CatBoost/XGBoost, PyTorch, Spark ML', 'Знания теории вероятностей и математической статистики', 'Знания в области машинного обучения, прогнозного моделирования и методов статистического анализа', 'Знание алгоритмов и структур данных', 'Высшее образование в области прикладной математики, информационных технологий, информатики и т.п', 'Английский язык на уровне технического чтения']",Middle/Senior,2025-06-27T16:10:15+00:00_34,Дата-сайентист
"**ML-инженер
**
**Локация:** Удалённо в РФ
**Компания:** Wanted
**ЗП**: до 200 000 р.
**Занятость:** Полная
                                                                                                     
**О компании и команде**:
Наша компания занимается разработкой сложных информационных систем на базе геоинформационных технологий (ГИС) для крупных заказчиков. Существуем на рынке более 20 лет!

В наших проектах мы применяем ГИС в самых разных прикладных областях: учет и управление недвижимостью, корпоративные инфраструктуры пространственных данных, управление сложным технологическим оборудованием, ритейл и банковская сфера.

**Ожидания от кандидата**:
Высшее техническое образование;
Опыт разработки на Python 3.x от 3 лет;
Опыт работы с реляционными БД (Postgresql и т.п.);
Опыт работы c нереляционными БД (Redis и т.п.);
Опыт работы c Pandas, numpy;
Опыт работы с Django;
Опыт разработки Celery;
Владение английским языком (на уровне чтения технической документации)

**Будет плюсом:**
Знание Docker;
Опыт работы с scikit-learn, PyTorch;
Опыт работы с scipy, Apache ML, Tensor Flow;
Опыт работы с Apache Spark;
Опыт работы GDAL;
Опыт работы с геоинформационными системами.

**Чем предстоит заниматься:**
Разработка инструментов для обработки и анализа пространственных данных;
Разработка инструментов машинного обучения, нейросетей.
Участие в выборе технологий и инструментов;
Взаимодействие с веб-разработчиками.

**Условия работы**:
Официальное трудоустройство (ТК РФ)
Возможность удаленной работы
интересные проекты: возможность участвовать в крупных проектах, быстро видеть результаты своей работы
отсутствие бюрократии
стабильность: работа в IT-компании с 15-ти летней историей

💬 **Резюме отправлять: **@outcsun

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-26T09:10:11+00:00,ML-инженер,Wanted,,РФ,от 3 лет,Полная,Удалённо,,200000.0,р.,"['Python 3.x', 'Postgresql', 'Redis', 'Pandas', 'numpy', 'Django', 'Celery', 'Docker', 'scikit-learn', 'PyTorch', 'scipy', 'Apache ML', 'Tensor Flow', 'Apache Spark', 'GDAL', 'геоинформационные системы']","['Разработка инструментов для обработки и анализа пространственных данных', 'Разработка инструментов машинного обучения, нейросетей', 'Участие в выборе технологий и инструментов', 'Взаимодействие с веб-разработчиками']","['Высшее техническое образование', 'Опыт разработки на Python 3.x от 3 лет', 'Опыт работы с реляционными БД (Postgresql и т.п.)', 'Опыт работы c нереляционными БД (Redis и т.п.)', 'Опыт работы c Pandas, numpy', 'Опыт работы с Django', 'Опыт разработки Celery', 'Владение английским языком (на уровне чтения технической документации)']",Средний,2025-06-26T09:10:11+00:00_35,Другая IT вакансия
"**LLM-разработчик/ prompt-инженер для подготовки вебинаров       
**
**Локация:** Удалённо 
**Компания:** Университет Искусственного Интеллекта
**ЗП**: Почасовая оплата, ставка обсуждается
**Занятость:** Регулярная занятость (40+ ч/нед)
                                                                                                        
**Обязанности:**
• Подготовка материалов для вебинаров на темы LLM, промт-инжиниринга и генеративного AI.
• Быстрое освоение новых тем (например, Faiss, контурные модели, STT/TTS, Telegram-боты, Prompt Engineering и др.).
• Разработка, тестирование и доработка промтов под темы вебинаров.
• Исправление/дополнение материалов, при необходимости.
• Оформление материалов в Colab.
• Участие в разработке слайдов/макетов для презентаций (без дизайна).

**Стек**: Python, OpenAI, Langchain, Faiss, STT, TTS, GPT-4 Vision, маршрутизация агентских моделей, Telegram-боты (Aiogram 3).

**Будет плюсом:**
•Знание Django или FastAPI.
•Опыт работы с React или Vue.js.
•Владение принципами ООП.
•Знание PostgreSQL, SQLAlchemy.

**Soft skills:**
• Быстрая обучаемость: способность глубоко погружаться в новую тему.
• Умение структурировать информацию для подготовки материалов презентаций.
• Навык адаптации сложных тем под разный уровень аудитории.
• Самостоятельность, организованность и внимательность к деталям.                                                                                                                                                                                                                                                                                                              • Высокая работоспособность и готовность доводить работу до результата.

__Если у вас есть опыт работы с Python и OpenAI,вы  умеете быстро осваивать новые технологии и готовить понятные, структурированные материалы, то мы ждем ваши отклики 🙌🏻__

💬 **Резюме отправлять:** @HR_UAI

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-25T09:10:07+00:00,LLM-разработчик/ prompt-инженер для подготовки вебинаров,Университет Искусственного Интеллекта,,,,Полная занятость,Полный день,,,,"['Python', 'OpenAI', 'Langchain', 'Faiss', 'STT', 'TTS', 'GPT-4 Vision', 'маршрутизация агентских моделей', 'Telegram-боты (Aiogram 3)', 'Django', 'FastAPI', 'React', 'Vue.js', 'ООП', 'PostgreSQL', 'SQLAlchemy']","['Подготовка материалов для вебинаров на темы LLM, промт-инжиниринга и генеративного AI.', 'Быстрое освоение новых тем (например, Faiss, контурные модели, STT/TTS, Telegram-боты, Prompt Engineering и др.).', 'Разработка, тестирование и доработка промтов под темы вебинаров.', 'Исправление/дополнение материалов, при необходимости.', 'Оформление материалов в Colab.', 'Участие в разработке слайдов/макетов для презентаций (без дизайна).']","['Опыт работы с Python и OpenAI.', 'Быстрое освоение новых технологий.', 'Готовность готовить понятные, структурированные материалы.']",,2025-06-25T09:10:07+00:00_36,"Программист, разработчик"
"**ML-инженер
**
**Локация:** Удалённо в РФ
**Компания:** OCS Distribution
**ЗП**: от 300 000 р. 
**Занятость:** Полная
                                                                                                         
Ищем ML-инженера GPT 🚀  

Мы OCS Distribution - крупнейший дистрибьютор высоких технологий в РФ. Вероятно, ты уже пользуешься техникой, которую мы привезли 😉  

Сейчас в наш департамент управления данными нужен **опытный ML-инженер**, который станет внутренним экспертом по ML.  
 
**Что предстоит делать?**
🧠 Подбирать ML-решения (LLM, STT, TTS), определять требования к инфраструктуре.  
⚙️ Разворачивать и обучать локальные ML-модели под конкретные задачи.  
📊 Формировать и обрабатывать датасеты.  
🛠 Выстраивать end-to-end ML-пайплайны (обучение, оптимизация, деплой).  
📈 Следить за качеством ML-решений и их доработкой.  

**Кого ищем?**
✅ Опыт в ML от 4 лет (GPT, STT, TTS и др.).  
✅ Высшее IT-образование.  
✅ Умение работать с ML-инфраструктурой и развертывать модели локально.  

**Что предлагаем?**
💼 Белая ЗП, официальное оформление, оплачиваемые отпуска и больничные.  
🌍 Удаленка по РФ, готовность к командировкам в Санкт-Петербург.  
💻 Техника для комфортной работы.  
🎁 Бонусы на спорт, ДМС, хобби.  

💬 **Резюме отправлять:** @christinatptn

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-24T16:10:12+00:00,ML-инженер,OCS Distribution,,РФ,от 4 лет,Полная,Удалённо,300000.0,,р.,"['ML-решения (LLM, STT, TTS)', 'ML-инфраструктура', 'развертывание моделей локально']","['Подбирать ML-решения (LLM, STT, TTS), определять требования к инфраструктуре.', 'Разворачивать и обучать локальные ML-модели под конкретные задачи.', 'Формировать и обрабатывать датасеты.', 'Выстраивать end-to-end ML-пайплайны (обучение, оптимизация, деплой).', 'Следить за качеством ML-решений и их доработкой.']","['Опыт в ML от 4 лет (GPT, STT, TTS и др.).', 'Высшее IT-образование.', 'Умение работать с ML-инфраструктурой и развертывать модели локально.']",опытный,2025-06-24T16:10:12+00:00_37,Другая IT вакансия
"**Junior ML Developer
**
**Локация:** Удалённо 
**Компания:** Сколтех, Центр прикладного ИИ
**ЗП**: обсуждается на собеседовании
**Занятость:** Полная
                                                                                         
Мы занимаемся разработкой передовых решений для нефтегазовой отрасли  на основе LLMs и графовых БД. Вам предстоит участвовать в разработке системы для автоматического проектирования нефтяных и газовых месторождений (дообучение мультимодальных LLMs для анализа чертежей и извлечения структурированных данных из нормативных документов).
Также мы проводим исследования в области объединения LLMs и графов знаний и участвуем в конференциях уровня А*.

**Требования к разработчику:**
✅ уверенное знание языка Python;
✅ знание библиотеки Huggingface Transformers;
✅ креативность, нестандартный подход к решению задач.

**Мы предлагаем:**
🔥 удаленный график работы;
🔥 конкурентный уровень ЗП;
🔥 возможность обмена опытом с востребованной сфере с более опытными специалистами.

💬 **Резюме отправлять:** @dmitrij_euseew

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-19T09:10:10+00:00,Junior ML Developer,"Сколтех, Центр прикладного ИИ",,,,Полная,Удалённо,,,,"['Python', 'Huggingface Transformers']","['Участие в разработке системы для автоматического проектирования нефтяных и газовых месторождений', 'Дообучение мультимодальных LLMs для анализа чертежей и извлечения структурированных данных из нормативных документов', 'Исследования в области объединения LLMs и графов знаний', 'Участие в конференциях уровня А*']","['Уверенное знание языка Python', 'Знание библиотеки Huggingface Transformers', 'Креативность, нестандартный подход к решению задач']",,2025-06-19T09:10:10+00:00_38,"Программист, разработчик"
"**AI Backend Developer | Middle
**
**Локация:** Удалённо 
**Компания:** Kingpin
**ЗП**: от 5 000 до 7 000 USD
**Занятость:** Полная
                                                                                           
Kingpin — это AI‑платформа для B2B-брендов и дистрибьюторов, автоматизирующая процессы продаж и управления заказами. Мы работаем с крупнейшими дистрибьюторами и брендами, развиваем собственные AI-фичи для автоматизации рутины и ускорения роста наших клиентов. Сейчас мы выходим на новый этап и усиливаем инженерную команду.

Мы ищем AI Backend / Fullstack разработчика, который станет ключевым членом команды и будет работать напрямую с техническими и продуктовыми лидерами компании.

**Что нужно будет делать:**
• Разрабатывать и масштабировать AI‑функции: семантический поиск, RAG-пайплайны, векторный поиск, интеграции LLM, внутренние copilot‑сервисы.
• Писать и поддерживать надёжный production‑код на Node.js/NestJS, Python, TypeScript и MongoDB.
• Проектировать и поддерживать AI/ML‑инфраструктуру: пайплайны, базы векторных данных (Weaviate, Milvus).
• Настраивать и поддерживать облачную инфраструктуру (AWS/GCP, Docker, Jenkins).
• Писать и поддерживать тесты (Jest, PyTest, Playwright, Selenium).
• Работать в связке с продуктовыми и бизнес‑командами, предлагать и реализовывать решения с реальным влиянием на продукт.

**Наш стек:**
• Backend: Node.js, NestJS, TypeScript, MongoDB
• AI: Python, OpenAI, LLM, векторные БД (Weaviate, Milvus)
• Инфраструктура: AWS, GCP, Jenkins, Docker
• Frontend: Vue (редко)
• Тестирование: Jest, PyTest, Playwright, Selenium

**Требования:**
• 3+ года опыта в backend/fullstack‑разработке (желательно B2B SaaS).
• Практический опыт создания и внедрения AI/ML‑фичей и пайплайнов.
• Уверенные знания Node.js, NestJS, Python, TypeScript, MongoDB и векторных баз данных.
• Опыт деплоя и поддержки production‑систем в облаке (AWS/GCP, Docker, Jenkins).
• Умение быстро создавать MVP и улучшать продукт по фидбеку пользователей.
• Отличные коммуникативные навыки (работа напрямую с командой, фаундерами).
• Самостоятельность и ответственность.
• Английский на уровне fluent (рабочий язык — английский).

**Почему стоит к нам присоединиться:**
• Быстрый рост: возможности влиять на продукт и технологию, расти вместе с командой.
• Работа с самыми передовыми AI‑технологиями.
• Прямое взаимодействие с фаундерами, без бюрократии.
• Гибкость, автономия, видимый результат от вашей работы.
• Работа на глобальном рынке, реальный импакт.

Если интересно — пишите, расскажу детали!

💬 **Резюме отправлять:** @grmbsh

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-18T09:10:09+00:00,AI Backend Developer,Kingpin,,,,Полная,Удалённо,5000.0,7000.0,USD,"['Node.js', 'NestJS', 'Python', 'TypeScript', 'MongoDB', 'Weaviate', 'Milvus', 'AWS', 'GCP', 'Docker', 'Jenkins', 'Jest', 'PyTest', 'Playwright', 'Selenium']","['Разрабатывать и масштабировать AI-функции: семантический поиск, RAG-пайплайны, векторный поиск, интеграции LLM, внутренние copilot-сервисы.', 'Писать и поддерживать надёжный production-код на Node.js/NestJS, Python, TypeScript и MongoDB.', 'Проектировать и поддерживать AI/ML-инфраструктуру: пайплайны, базы векторных данных (Weaviate, Milvus).', 'Настраивать и поддерживать облачную инфраструктуру (AWS/GCP, Docker, Jenkins).', 'Писать и поддерживать тесты (Jest, PyTest, Playwright, Selenium).', 'Работать в связке с продуктовыми и бизнес-командами, предлагать и реализовывать решения с реальным влиянием на продукт.']","['3+ года опыта в backend/fullstack-разработке (желательно B2B SaaS).', 'Практический опыт создания и внедрения AI/ML-фичей и пайплайнов.', 'Уверенные знания Node.js, NestJS, Python, TypeScript, MongoDB и векторных баз данных.', 'Опыт деплоя и поддержки production-систем в облаке (AWS/GCP, Docker, Jenkins).', 'Умение быстро создавать MVP и улучшать продукт по фидбеку пользователей.', 'Отличные коммуникативные навыки (работа напрямую с командой, фаундерами).', 'Самостоятельность и ответственность.', 'Английский на уровне fluent (рабочий язык — английский).']",Middle,2025-06-18T09:10:09+00:00_39,"Программист, разработчик"
"**Senior Software Engineer
**
**Локация:** Удалённо 
**Компания:** HighSky
**ЗП**: от 5 000 до 9 000 $
**Занятость:** Полная
                                                                                            
HighSky — быстрорастущий стартап на стыке разработки и ML. Работаем над генерацией текста, аудио, видео, обогащением данных (из соцсетей, видеохостингов и т.д.), а также задачами, связанными с блокчейном.

**Что предстоит делать:**
— Разрабатывать инфраструктурные решения для AI-команд: библиотеки, шаблоны и внутренние сервисы
— Проектировать и оптимизировать высоконагруженные сервисы для продакшен-развертывания ML-моделей
— Поддерживать ML-инженеров с backend-задачами и интеграцией внешних решений
— Работать с реляционными и NoSQL-БД, выбирать подходящие под задачу
— Адаптировать и внедрять open-source решения

**Требования:**
— Отличное знание Python, опыт работы с микросервисами
— 5+ лет на Python
— Опыт работы с высоконагруженными системами
— Понимание System Design, опыт с брокерами сообщений и балансировкой нагрузки
— Уверенное знание SQL, опыт с реляционными и NoSQL-СУБД
— Опыт работы с ML 
— **Профильное высшее образование** ❗️
— Английский на уровне B2+

**Будет плюсом:**
— Опыт работы с блокчейн-данными
— Знание C++ / Go / Java

**Что предлагаем:**
— Участие в разработке реальных продуктов с живым трафиком
— Зарплата $5000–9000 в зависимости от результатов собеседования
— Честную, открытую культуру без бюрократии
— Полностью удалённую работу и гибкий график
— Аналог ДМС
— Компенсация за улучшение техники / спортзал / хобби
— Приятные подарки на праздники

💬 **Резюме отправлять: **@easezzzz

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-06-17T09:10:08+00:00,Senior Software Engineer,HighSky,,,5+ лет на Python,Полная,Гибкий график,5000.0,9000.0,$,"['Python', 'микросервисы', 'System Design', 'SQL', 'реляционные и NoSQL-СУБД', 'ML', 'брокеры сообщений', 'балансировка нагрузки', 'C++', 'Go', 'Java']","['Разрабатывать инфраструктурные решения для AI-команд: библиотеки, шаблоны и внутренние сервисы', 'Проектировать и оптимизировать высоконагруженные сервисы для продакшен-развертывания ML-моделей', 'Поддерживать ML-инженеров с backend-задачами и интеграцией внешних решений', 'Работать с реляционными и NoSQL-БД, выбирать подходящие под задачу', 'Адаптировать и внедрять open-source решения']","['Отличное знание Python, опыт работы с микросервисами', '5+ лет на Python', 'Опыт работы с высоконагруженными системами', 'Понимание System Design, опыт с брокерами сообщений и балансировкой нагрузки', 'Уверенное знание SQL, опыт с реляционными и NoSQL-СУБД', 'Опыт работы с ML', 'Профильное высшее образование', 'Английский на уровне B2+']",Senior,2025-06-17T09:10:08+00:00_40,"Программист, разработчик"
